rank_position_by_tradeoff,name,family,inflation_std_sum_bnt_over_nobnt,fom3_ratio_bnt_over_nobnt,nobnt_fom3_mean,bnt_fom3_mean,retention_nobnt_vs_resnet50_split,retention_nobnt_vs_control_plain_split,rank_score_tradeoff,inflation_overcorrected,delta_inflation_vs_resnet50_split,delta_fom3_ratio_vs_resnet50_split,source_metrics_file
1,std10k_l10h320,nde_variant,0.9369544462901666,0.8588482712333096,109490.20793437981,94035.4758014177,0.6604152779611943,0.27640292405576977,0.2041972824765238,True,-0.13333110923945257,0.2797483117384131,/mnt/home/tersenov/software/cnn_sbi/scripts/sbi/results/final/paper_sbi_consolidation/cnn_bnt_resnet_split_campaign/resnet50_inflation_tuning/nde_variants/std10k_l10h320/metrics.json
2,long15k_nostd6k_l8h256,long_compressor_variant,1.0257630200513963,0.8083885845626495,323659.86491096596,261642.9400751141,1.9522286392785353,0.8170642356849148,0.2173744354887468,False,-0.044522535478222824,0.22928862506775294,/mnt/home/tersenov/software/cnn_sbi/scripts/sbi/results/final/paper_sbi_consolidation/cnn_bnt_resnet_split_campaign/resnet50_inflation_tuning/long_compressor/long15k_nostd6k_l8h256/metrics.json
3,long15k_std6k_l8h256,long_compressor_variant,1.0418357162494434,0.7560595009274144,342639.50797151896,259055.85539496146,2.0667087054315885,0.8649774595105169,0.285776215322029,False,-0.028449839280175748,0.1769595414325178,/mnt/home/tersenov/software/cnn_sbi/scripts/sbi/results/final/paper_sbi_consolidation/cnn_bnt_resnet_split_campaign/resnet50_inflation_tuning/long_compressor/long15k_std6k_l8h256/metrics.json
4,nostd10k_l10h320,nde_variant,1.0247701002241505,0.6635286133427004,130838.12053196474,86814.83668893967,0.7891801044968686,0.3302947338877127,0.3612414868814501,False,-0.04551545530546863,0.08442865384780385,/mnt/home/tersenov/software/cnn_sbi/scripts/sbi/results/final/paper_sbi_consolidation/cnn_bnt_resnet_split_campaign/resnet50_inflation_tuning/nde_variants/nostd10k_l10h320/metrics.json
5,control_plain_split,control_reference,1.0592058795031327,0.6098853526723745,396125.3604983136,241591.0551899855,2.389320880802051,1.0,0.4493205268307582,False,-0.011079676026486407,0.03078539317747797,/mnt/home/tersenov/software/cnn_sbi/scripts/sbi/results/final/paper_sbi_consolidation/cnn_bnt_resnet_split_campaign/control_plain_split/metrics.json
6,std6k_l8h256,nde_variant,1.0784914055296997,0.5904706276694187,184630.19027959436,109018.70434111629,1.113639299202023,0.46609030547131647,0.488020777860281,False,0.008205850000080561,0.011370668174522147,/mnt/home/tersenov/software/cnn_sbi/scripts/sbi/results/final/paper_sbi_consolidation/cnn_bnt_resnet_split_campaign/resnet50_inflation_tuning/nde_variants/std6k_l8h256/metrics.json
7,resnet50_split,baseline,1.0702855555296191,0.5790999594948966,165789.9379196576,96008.94633393512,1.0,0.418528966969191,0.49118559603472256,False,0.0,0.0,/mnt/home/tersenov/software/cnn_sbi/scripts/sbi/results/final/paper_sbi_consolidation/cnn_bnt_resnet_split_campaign/resnet50_split/metrics.json
