config,compressor,regime,std_sum_mean,sigma8_std_mean,fom3_mean,n_seeds
run_a_resnet18,cnn_demeaned,nobnt,0.3440961341063182,0.04172718649109205,14947.265838054605,3
run_a_resnet18,cnn_demeaned,bnt,0.37056368589401245,0.05010507752497991,9413.213519119847,3
run_a_resnet18,l1_norm,nobnt,0.34641141692797345,0.04665496697028478,11127.02181644841,3
run_a_resnet18,l1_norm,bnt,0.6085860729217529,0.15108186999956766,679.8641136762095,3
run_b_advanced_plain,cnn_demeaned,nobnt,0.34350912769635517,0.03893065204222997,16763.471696189034,3
run_b_advanced_plain,cnn_demeaned,bnt,0.3523528377215068,0.04060915857553482,15116.72070172806,3
run_b_advanced_plain,l1_norm,nobnt,0.34641141692797345,0.04665496697028478,11127.02181644841,3
run_b_advanced_plain,l1_norm,bnt,0.6085860729217529,0.15108186999956766,679.8641136762095,3
