run_name,std_sum_mean,fom3_mean,sigma8_std_mean,om_s8_corr_mean,om_s8_area_proxy_mean,std_sum_ratio_vs_baseline,fom3_ratio_vs_baseline,sigma8_std_ratio_vs_baseline,om_s8_area_ratio_vs_baseline,om_s8_corr_delta_vs_baseline
baseline_fulltrain,0.1899107942978541,536358.5398090422,0.014045818087955316,-0.20839503661454972,0.000517755368317502,1.0,1.0,1.0,1.0,0.0
baseline_fulltrain_shuffle,0.8320517539978027,153.25949074008733,0.25769593318303424,-0.6934294521714323,0.06156916076297523,4.381276783524066,0.000285740748706363,18.34680839302737,118.9155429967832,-0.48503441555688254
split70_disjoint,0.1861585279305776,537097.3656502337,0.013765957516928514,-0.25233034421926487,0.0005070955934189342,0.9802419531699105,1.0013774849962387,0.9800751676211163,0.9794115608434774,-0.043935307604715146
split70_disjoint_shuffle,0.833344022432963,153.229700292312,0.2578414777914683,-0.6992924848483644,0.06153780593036399,4.388081391129116,0.00028568520666579823,18.357170524127365,118.85498383210832,-0.49089744823381465
split70_small_nde10,0.18672104676564535,532790.396463446,0.014588305105765661,-0.2936325777773019,0.0005337189316866562,0.9832039692951524,0.9933474661429524,1.0386226714893554,1.0308322508002754,-0.08523754116275217
split70_long12000,0.18813193341096243,522701.7136215885,0.014539920104046663,-0.2621779018735318,0.0005337652393799137,0.9906331765212791,0.9745378787250858,1.0351778737982555,1.0309216901302973,-0.05378286525898207
