name,seeds,std_inflation,fom_ratio,nobnt_fom3_mean,bnt_fom3_mean,nobnt_std_sum_mean,bnt_std_sum_mean,rank_score,notes
baseline_final_paper,"41,42,43",1.804908282376767,0.09478793095560738,221867.46235312996,21030.3577028243,0.22492395341396332,0.4059671064217885,1.7101203514211596,paper-final baseline (degraded BNT)
stagej_repro,"41,42,43,44,45",1.03916693665907,0.7935150480334573,470994.2670445307,373741.0384373238,0.1882934272289276,0.1956683039665222,0.2456518886256126,optimized config
advanced_arch96_nostd,"41,42,43",1.0740954547902712,0.7507275757449935,601980.5901383784,451923.4290801254,0.17771210769812265,0.19087976713975272,0.32336787904527775,optimized config
advanced_arch64_dense256_nostd,"41,42,43,44,45",1.0451931520350115,0.892304655557853,504594.1234487756,450251.6855204765,0.18284932374954224,0.19111286103725433,0.15288849647715852,optimized config
