method,variant,seed,perm,bary_file,nobary_file,n_samples_bary,n_samples_nobary,n_dim,fom3_bary,fom3_nobary,fom3_ratio_bary_over_nobary,fom3_bary_valid,fom3_nobary_valid,logdet_cov3_bary,logdet_cov3_nobary,d_truth,d_shift,d_truth_valid,d_shift_valid,delta_truth_om,delta_truth_s8,delta_truth_w0,delta_shift_om,delta_shift_s8,delta_shift_w0,norm_truth_om,norm_truth_s8,norm_truth_w0,norm_shift_om,norm_shift_s8,norm_shift_w0
cnn,tomo4_20deg160,42,14,cnn_tomo4_20deg160_bary_perm0014_s42.npy,cnn_tomo4_20deg160_nobnt_s42.npy,100000,100000,6,415737.8240283337,420408.67713118426,0.988889731927695,True,True,-25.875620219726862,-25.897965115901535,3.694930585883853,2.461132559007446,True,True,0.00949286460876464,-0.03692796468734738,0.013375699520111084,-0.005269736051559448,-0.015361428260803223,-0.04423880577087402,0.7316744071698411,-2.3759616816269826,0.24400595082016166,-0.40617149410372416,-0.9883611304263307,-0.8070255951130191
cnn,tomo4_20deg160,42,15,cnn_tomo4_20deg160_bary_perm0015_s42.npy,cnn_tomo4_20deg160_nobnt_s42.npy,100000,100000,6,424596.69657843903,420408.67713118426,1.0099617816545399,True,True,-25.917790096283973,-25.897965115901535,2.1729684719659708,2.80328993260583,True,True,-0.011247107982635507,-0.020985867977142303,-0.025512337684631348,-0.026009708642959595,0.0005806684494018555,-0.08312684297561646,-0.8668849082680573,-1.3502400847576888,-0.465408347804438,-2.0047308095416225,0.037360466442963015,-1.5164398937376187
cnn,tomo4_20deg160,42,16,cnn_tomo4_20deg160_bary_perm0016_s42.npy,cnn_tomo4_20deg160_nobnt_s42.npy,100000,100000,6,423306.6117000039,420408.67713118426,1.006893136908103,True,True,-25.91170409161179,-25.897965115901535,2.2575634987556175,1.5720230404245292,True,True,-0.00034830927848816806,-0.03447225332260129,0.0028724074363708496,-0.015110909938812256,-0.012905716896057129,-0.05474209785461426,-0.026846373076287917,-2.2179601195811935,0.05239983947013423,-1.1646922743498531,-0.8303595683805417,-0.9986317064630466
cnn,tomo4_20deg160,42,17,cnn_tomo4_20deg160_bary_perm0017_s42.npy,cnn_tomo4_20deg160_nobnt_s42.npy,100000,100000,6,413882.4880129333,420408.67713118426,0.9844765594212164,True,True,-25.866674734272678,-25.897965115901535,2.526222617201359,0.8514238387774425,True,True,0.023991456031799308,-0.029597249031066863,0.09935033321380615,0.00922885537147522,-0.008030712604522705,0.041735827922821045,1.8491714664297165,-1.9043001739947123,1.8123966140002918,0.7113255651561514,-0.5166996227940603,0.7613650680671112
cnn,tomo4_20deg160,42,18,cnn_tomo4_20deg160_bary_perm0018_s42.npy,cnn_tomo4_20deg160_nobnt_s42.npy,100000,100000,6,419062.03494135564,420408.67713118426,0.9967968258908976,True,True,-25.89154848539578,-25.897965115901535,3.4343094596173405,2.101243899352559,True,True,0.011164447069168082,-0.03692111015319821,0.0247156023979187,-0.003598153591156006,-0.015354573726654053,-0.032898902893066406,0.8605137150244968,-2.3755206578494277,0.45087391908958907,-0.27733218624906847,-0.9879201066487757,-0.6001576268435916
cnn,tomo4_20deg160,42,19,cnn_tomo4_20deg160_bary_perm0019_s42.npy,cnn_tomo4_20deg160_nobnt_s42.npy,100000,100000,6,406090.84907738207,420408.67713118426,0.9659430719853234,True,True,-25.828664359504792,-25.897965115901535,2.066854646044741,2.2095395838597147,True,True,-0.010755280256271371,-0.01400681972503659,-0.059853315353393555,-0.02551788091659546,0.007559716701507568,-0.11746782064437866,-0.8289766714029788,-0.9012050144086746,-1.0918729970410164,-1.966822572676544,0.4863955367919772,-2.1429045429741973
cnn,tomo4_20deg160,43,0,cnn_tomo4_20deg160_bary_perm0000_s43.npy,cnn_tomo4_20deg160_nobnt_s43.npy,100000,100000,6,339410.59960721317,325664.13618296146,1.0422105534412571,True,True,-25.469931723444912,-25.387243744323428,2.071848803916625,1.1072731538878937,True,True,-0.003983060121536264,-0.022840466499328582,-0.0331650972366333,-0.0007153153419494629,-0.01831352710723877,-0.004381060600280762,-0.3180867351432192,-1.2574342284729747,-0.5994860283263652,-0.05712500308200244,-1.0082130253069315,-0.07919122324231873
cnn,tomo4_20deg160,43,1,cnn_tomo4_20deg160_bary_perm0001_s43.npy,cnn_tomo4_20deg160_nobnt_s43.npy,100000,100000,6,332210.2689024931,325664.13618296146,1.0201008707813437,True,True,-25.427046774982394,-25.387243744323428,1.5255938941487728,0.7681563309643036,True,True,-0.01144807994365693,-0.009027447700500457,-0.06023252010345459,-0.00818033516407013,-0.0045005083084106445,-0.03144848346710205,-0.9142423819432292,-0.4969872981662878,-1.0887516474103196,-0.6532806498820124,-0.24776609500024466,-0.568456842326273
cnn,tomo4_20deg160,43,2,cnn_tomo4_20deg160_bary_perm0002_s43.npy,cnn_tomo4_20deg160_nobnt_s43.npy,100000,100000,6,327460.8722505267,325664.13618296146,1.005517144407193,True,True,-25.398247705751317,-25.387243744323428,1.2807440442021425,0.8305875134496236,True,True,-0.011208886504173288,-0.007384624481201141,-0.05533134937286377,-0.007941141724586487,-0.002857685089111328,-0.02654731273651123,-0.8951404206593299,-0.40654509343558104,-1.0001590117708896,-0.6341786885981131,-0.1573238902695379,-0.479864206686843
cnn,tomo4_20deg160,43,3,cnn_tomo4_20deg160_bary_perm0003_s43.npy,cnn_tomo4_20deg160_nobnt_s43.npy,100000,100000,6,340264.24552810146,325664.13618296146,1.0448317997685121,True,True,-25.47495557492835,-25.387243744323428,1.487596021855816,1.2304205153547525,True,True,0.012112667560577384,-0.00844344139099118,0.03780299425125122,0.015380412340164185,-0.003916501998901367,0.06658703088760376,0.9673162745866835,-0.4648360492746448,0.6833197780434894,1.2282780066479002,-0.21561484610860165,1.203614583127536
