arch,rank_within_arch,rank_global,variant,inflation_std_sum_bnt_over_nobnt,fom3_ratio_bnt_over_nobnt,nobnt_fom3_mean,bnt_fom3_mean,rank_score,best_for_arch,metrics_file
resnet18,1,1,resnet18_long15k_std10k_l10h320,1.034815893593816,1.0048823406562362,231794.37095165878,232926.07003284278,0.039698234250052256,true,/mnt/home/tersenov/software/cnn_sbi/scripts/sbi/results/final/paper_sbi_consolidation/cnn_bnt_resnet_split_campaign/resnet_extended_tuning_v2/backbones/resnet18/resnet18_long15k_std10k_l10h320/metrics.json
resnet18,2,2,resnet18_long15k_nostd6k_l8h256,1.0559385410469861,0.7807088607434439,359617.4051327754,280756.49466472265,0.2752296803035422,false,/mnt/home/tersenov/software/cnn_sbi/scripts/sbi/results/final/paper_sbi_consolidation/cnn_bnt_resnet_split_campaign/resnet_extended_tuning_v2/backbones/resnet18/resnet18_long15k_nostd6k_l8h256/metrics.json
resnet34,1,3,resnet34_long15k_std10k_l10h320,0.831785687810776,1.6840260557240776,164492.64284792024,277009.89653081255,0.8522403679133016,true,/mnt/home/tersenov/software/cnn_sbi/scripts/sbi/results/final/paper_sbi_consolidation/cnn_bnt_resnet_split_campaign/resnet_extended_tuning_v2/backbones/resnet34/resnet34_long15k_std10k_l10h320/metrics.json
resnet34,2,4,resnet34_long15k_nostd6k_l8h256,0.7715508379379132,1.9285972476167759,146916.92201970113,283343.5714355241,1.1570464096788626,false,/mnt/home/tersenov/software/cnn_sbi/scripts/sbi/results/final/paper_sbi_consolidation/cnn_bnt_resnet_split_campaign/resnet_extended_tuning_v2/backbones/resnet34/resnet34_long15k_nostd6k_l8h256/metrics.json
