comparison,std_ratio,fom_ratio,sigma8_std_ratio,om_s8_area_ratio
noiseless_bnt_vs_noisy_working_bnt,0.7673969666111164,3.9876684332213155,0.5166449002310648,0.359560788644964
noisy_working_bnt_vs_noisy_working_nobnt,1.0360990327047337,0.9078803537662687,1.1721895715027546,1.219419405957699
noiseless_bnt_vs_noiseless_nobnt,0.9932293762754909,1.0528055010790875,0.9386002811374989,0.9298571931676911
